,business_code,cust_number,name_customer,clear_date,buisness_year,doc_id,posting_date,due_in_date,baseline_create_date,cust_payment_terms,diff,coverted_usd
22965,U001,0200148860,DOLLA in,,2020.0,1930642226.0,2020-03-12,2020-05-16,2020-03-12,NAGD,equal,4628.449
22973,U001,0200794332,COST llc,,2020.0,1930752104.0,2020-04-07,2020-04-22,2020-04-07,NAAX,not equal,14540.098999999998
22982,U001,0200769623,WAL-MAR ,,2020.0,1930756135.0,2020-04-05,2020-04-20,2020-04-05,NAH4,not equal,1328.74
22983,U001,0200726979,BJ'S  corp,,2020.0,1930655922.0,2020-03-16,2020-03-31,2020-03-16,NAA8,equal,829.3809999999999
23026,U001,0200769623,WAL-MAR corp,,2020.0,1930845076.0,2020-05-01,2020-05-16,2020-05-01,NAH4,equal,21516.396999999997
23033,U001,0200769623,WAL-MAR us,,2020.0,1930625355.0,2020-03-11,2020-03-26,2020-03-11,NAH4,not equal,756.63
23036,U001,200037027,FARN us,,2020.0,1930860304.0,2020-05-05,2020-05-20,2020-05-05,NAA8,equal,17614.744
23042,U001,0200774000,RALEY corp,,2020.0,1930843701.0,2020-04-30,2020-05-15,2020-04-30,NAA8,equal,53648.7
23044,U001,0200735528,ASSOCIA ,,2020.0,1930731304.0,2020-04-02,2020-04-17,2020-04-02,NAA8,not equal,45078.221999999994
23051,CA02,0140105686,SYSC llc,,2020.0,2960618541.0,2020-03-05,2020-03-16,2020-03-06,CA10,not equal,139.125
23056,U001,0200769623,WAL-MAR trust,,2020.0,1930714768.0,2020-03-30,2020-04-14,2020-03-30,NAH4,not equal,22075.199999999997
23057,U001,0200711029,WEGMAN ,,2020.0,1930620385.0,2020-03-08,2020-03-23,2020-03-08,NAA8,equal,9876.789999999999
23073,U001,0200759878,SA ,,2020.0,1930673885.0,2020-03-22,2020-04-06,2020-03-22,NAH4,not equal,9914.743999999999
23080,U001,0200769623,WAL-MAR systems,,2020.0,1930584649.0,2020-03-01,2020-03-16,2020-03-01,NAH4,not equal,30117.023999999998
23082,U001,0200726979,BJ'S  us,,2020.0,1930813484.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,6455.967
23086,U001,0200769623,WAL-MAR llc,,2020.0,1930611029.0,2020-03-06,2020-03-21,2020-03-06,NAH4,equal,20233.359999999997
23091,U001,0200772670,ASSOCIAT us,,2020.0,1930737595.0,2020-04-02,2020-04-17,2020-04-02,NAU5,equal,12942.887999999999
23101,U001,0200761734,H E BUT ,,2020.0,1930674355.0,2020-03-22,2020-04-06,2020-03-22,NAA8,not equal,12700.114
23104,U001,0200718130,SYSCO F us,,2020.0,1930613410.0,2020-03-06,2020-03-21,2020-03-06,NAA8,equal,13739.144999999999
23122,U001,0200769623,WAL-MAR corporation,,2020.0,1930805224.0,2020-04-23,2020-05-08,2020-04-23,NAH4,not equal,4765.326999999999
23127,U001,0200762950,HAR in,,2020.0,1930581228.0,2020-02-28,2020-03-14,2020-02-28,NAA8,equal,75465.78199999999
23129,U001,0200762301,C&S WH ,,2020.0,1930778742.0,2020-04-14,2020-04-29,2020-04-14,NAC6,not equal,1504.6779999999999
23132,U001,0200792734,MDV/ us,,2020.0,1930666907.0,2020-03-18,2020-04-02,2020-03-18,NAA8,equal,52213.399000000005
23133,U001,0200759878,SA corporation,,2020.0,1930692823.0,2020-03-26,2020-04-10,2020-03-26,NAH4,not equal,13744.955
23141,U001,0200778870,C foundation,,2020.0,1930629342.0,2020-03-12,2020-03-27,2020-03-12,NAA8,not equal,6382.012
23149,U001,0200794332,COST us,,2020.0,1930585678.0,2020-03-04,2020-05-08,2020-03-04,NAGD,not equal,2808.232
23153,U001,0100030443,GLACIE foundation,,2020.0,1930809291.0,2020-04-21,2020-05-06,2020-04-21,NAA8,equal,1020.39
23167,U001,0200148860,DOLLA ,,2020.0,1930682363.0,2020-03-21,2020-04-05,2020-03-21,NAA8,equal,8930.396999999999
23168,U001,0200803720,DEC corporation,,2020.0,1930617766.0,2020-03-07,2020-03-24,2020-03-01,NAM4,not equal,537.9359999999999
23172,U001,0200705089,JETR foundation,,2020.0,1930657468.0,2020-03-16,2020-03-31,2020-03-16,NAA8,equal,1223.698
23178,U001,0200776463,KROGE us,,2020.0,1930837692.0,2020-04-29,2020-05-14,2020-04-29,NAA8,equal,34157.066999999995
23181,U001,0200749782,KROG llc,,2020.0,1930682345.0,2020-03-23,2020-04-07,2020-03-23,NAA8,not equal,24217.046
23183,U001,0200881076,ALBERT systems,,2020.0,1930642143.0,2020-03-12,2020-03-27,2020-03-12,NAA8,equal,82906.516
23184,U001,0200353024,DECA ,,2020.0,1930606166.0,2020-03-05,2020-03-24,2020-03-01,NAM4,not equal,2308.957
23186,U001,0200416837,DEC co,,2020.0,1930872358.0,2020-05-07,2020-05-11,2020-05-01,NAM2,not equal,3054.5899999999997
23196,U001,200799367,MCL systems,,2020.0,1930660460.0,2020-03-18,2020-04-02,2020-03-18,NAA8,not equal,59164.308
23205,U001,0200707822,PUBLI trust,,2020.0,1930874498.0,2020-05-06,2020-05-21,2020-05-06,NAA8,not equal,33775.66499999999
23208,CA02,0140104409,LOB ,,2020.0,2960630692.0,2020-04-28,2020-05-17,2020-05-07,CA10,not equal,4756.3949999999995
23210,U001,0200705372,FR us,,2020.0,1930808604.0,2020-04-22,2020-05-07,2020-04-22,NAA8,not equal,16095.183999999997
23220,U001,0200769623,WAL-MAR co,,2020.0,1930813946.0,2020-04-22,2020-05-07,2020-04-22,NAH4,equal,5883.563
23226,U001,0200769623,WAL-MAR co,,2020.0,1930784766.0,2020-04-15,2020-04-30,2020-04-15,NAH4,not equal,171.59799999999998
23233,U001,200820380,SMITH'S co,,2020.0,1930859731.0,2020-05-06,2020-05-21,2020-05-06,NAA8,not equal,51442.608
23241,U001,0200729290,KROGER associates,,2020.0,1930669697.0,2020-03-19,2020-04-03,2020-03-19,NAA8,equal,32505.333
23248,U001,0200353024,DECA co,,2020.0,1930876722.0,2020-05-07,2020-05-24,2020-05-01,NAM4,not equal,24.779999999999998
23250,U001,200726979,BJ'S  us,,2020.0,1930705572.0,2020-03-26,2020-04-10,2020-03-26,NAA8,equal,1829.66
23255,U001,0200915438,GROC corporation,,2020.0,1930655617.0,2020-03-20,2020-04-04,2020-03-20,NAA8,not equal,33670.784
23256,U001,0200769623,WAL-MAR foundation,,2020.0,1930783451.0,2020-04-15,2020-04-30,2020-04-15,NAH4,not equal,46011.770000000004
23264,CA02,0140104409,LOB llc,,2020.0,2960629549.0,2020-04-22,2020-05-03,2020-04-23,CA10,not equal,75149.739
23285,U001,0200779906,BOZZU in,,2020.0,1930727398.0,2020-04-01,2020-04-16,2020-04-01,NAA8,equal,36541.238999999994
23291,U001,0200920735,ALBERT llc,,2020.0,1930747400.0,2020-04-03,2020-04-18,2020-04-03,NAA8,not equal,48019.629
23296,U001,0200769623,WAL-MAR in,,2020.0,1930772119.0,2020-04-10,2020-04-25,2020-04-10,NAH4,not equal,13498.883999999998
23306,U001,0200704858,WAKE corporation,,2020.0,1930666171.0,2020-03-20,2020-04-04,2020-03-20,NAA8,not equal,19751.284
23323,CA02,0140104429,COSTCO corp,,2020.0,2960625359.0,2020-04-01,2020-04-13,2020-04-03,CA10,not equal,6163.878000000001
23327,U001,0200353024,DECA corporation,,2020.0,1930876900.0,2020-05-07,2020-05-24,2020-05-01,NAM4,not equal,2080.834
23337,U001,0200769623,WAL-MAR associates,,2020.0,1930580446.0,2020-03-04,2020-03-19,2020-03-04,NAH4,not equal,22429.147999999997
23344,U001,0200769623,WAL-MAR trust,,2020.0,1930651772.0,2020-03-14,2020-03-29,2020-03-14,NAH4,equal,3485.02
23346,U001,0200707741,SMART &  ,,2020.0,1930685568.0,2020-03-23,2020-04-07,2020-03-23,NAA8,equal,12256.818000000001
23347,U001,0200726979,BJ'S  llc,,2020.0,1930780491.0,2020-04-16,2020-05-01,2020-04-16,NAA8,not equal,11491.108999999999
23350,CA02,0140104440,SO associates,,2020.0,2960629105.0,2020-04-15,2020-04-26,2020-04-16,CA10,not equal,12115.795999999998
23359,U001,0200803720,DEC corp,,2020.0,1930863312.0,2020-05-06,2020-05-24,2020-05-01,NAM4,not equal,4396.007
23364,CA02,0140104440,SO foundation,,2020.0,2960622144.0,2020-03-19,2020-03-29,2020-03-19,CA10,equal,5061.21
23368,U001,0200769623,WAL-MAR us,,2020.0,1930719778.0,2020-04-01,2020-04-16,2020-04-01,NAH4,not equal,10069.059
23376,U001,0200762301,C&S WH corp,,2020.0,1930720287.0,2020-04-01,2020-04-16,2020-04-01,NAC6,not equal,66503.64
23378,U001,0200794332,COST corporation,,2020.0,1930794331.0,2020-04-16,2020-05-01,2020-04-16,NAAX,equal,26842.186
23380,U001,0200747369,SCHNU us,,2020.0,1930791291.0,2020-04-15,2020-04-30,2020-04-15,NAA8,equal,42965.846
23385,U001,0200759878,SA ,,2020.0,1930859158.0,2020-05-06,2020-05-21,2020-05-06,NAH4,not equal,9652.992999999999
23392,U001,0200769623,WAL-MAR foundation,,2020.0,1930690590.0,2020-03-24,2020-04-08,2020-03-24,NAH4,equal,4903.1359999999995
23397,U001,0200712187,SPAR ,,2020.0,1930793419.0,2020-04-15,2020-04-30,2020-04-15,NAA8,not equal,17980.851
23405,U001,0200416837,DEC in,,2020.0,1930599394.0,2020-03-04,2020-03-24,2020-03-01,NAM4,not equal,37.8
23408,U001,0200776463,KROGE in,,2020.0,1930612117.0,2020-03-08,2020-03-23,2020-03-08,NAA8,not equal,12491.752
23414,U001,0200771157,WEIS associates,,2020.0,1930713342.0,2020-03-27,2020-04-11,2020-03-27,NAA8,equal,34073.137
23423,U001,0200726979,BJ'S  trust,,2020.0,1930727121.0,2020-04-01,2020-04-16,2020-04-01,NAA8,not equal,265.293
23436,U001,0200770567,LABAT llc,,2020.0,1930567154.0,2020-02-27,2020-03-13,2020-02-27,NAA8,not equal,41086.765999999996
23437,CA02,0140104440,SO corp,,2020.0,2960629201.0,2020-04-16,2020-04-27,2020-04-17,CA10,not equal,36178.890999999996
23441,U001,0200769623,WAL-MAR associates,,2020.0,1930799567.0,2020-04-20,2020-05-05,2020-04-20,NAH4,not equal,17343.655
23455,U013,CC6000,HEINZ associates,,2020.0,1991840418.0,2020-03-07,2020-04-21,2020-03-07,NAVF,not equal,4952.094
23457,U001,0200761734,H E BUT associates,,2020.0,1930654649.0,2020-03-16,2020-03-31,2020-03-16,NAA8,equal,35797.174
23463,U001,0200769623,WAL-MAR foundation,,2020.0,1930576835.0,2020-02-28,2020-03-14,2020-02-28,NAH4,not equal,32488.217999999997
23464,U001,200126819,MCLANE corp,,2020.0,1930660042.0,2020-03-17,2020-04-01,2020-03-17,NAA8,not equal,31648.785
23466,U001,0200769623,WAL-MAR in,,2020.0,1930724244.0,2020-03-31,2020-04-15,2020-03-31,NAH4,equal,16860.718
23469,U001,0200769623,WAL-MAR corp,,2020.0,1930575902.0,2020-02-27,2020-03-13,2020-02-27,NAH4,not equal,5547.976
23472,U001,0200759878,SA trust,,2020.0,1930653253.0,2020-03-16,2020-03-31,2020-03-16,NAH4,equal,49304.073
23480,U001,0200780383,MEIJ associates,,2020.0,1930672891.0,2020-03-19,2020-04-03,2020-03-19,NAA8,equal,1040.0949999999998
23482,U001,0200772670,ASSOCIAT co,,2020.0,1930683452.0,2020-03-21,2020-04-05,2020-03-21,NAU5,equal,486.654
23492,U001,0200769623,WAL-MAR corp,,2020.0,1930710254.0,2020-03-28,2020-04-12,2020-03-28,NAH4,not equal,1329.23
23493,U001,0200759878,SA ,,2020.0,1930600888.0,2020-03-07,2020-03-22,2020-03-07,NAH4,not equal,16022.908999999998
23494,U001,0200705742,DOT corporation,,2020.0,1930624345.0,2020-03-09,2020-04-10,2020-03-09,NA32,equal,58382.35899999999
23496,U001,0200769623,WAL-MAR co,,2020.0,1930708244.0,2020-03-26,2020-04-10,2020-03-26,NAH4,equal,10596.089
23517,U001,0200807583,VANE ,,2020.0,1930781629.0,2020-04-13,2020-04-23,2020-04-13,NA10,equal,5165.299999999999
23518,U001,0200744019,TARG co,,2020.0,1930585615.0,2020-03-04,2020-03-19,2020-03-04,NAA8,not equal,4476.626
23521,U001,0200769623,WAL-MAR llc,,2020.0,1930709640.0,2020-03-28,2020-04-12,2020-03-28,NAH4,not equal,10254.887999999999
23523,U001,0200762301,C&S WH associates,,2020.0,1930621069.0,2020-03-09,2020-03-24,2020-03-09,NAC6,not equal,9163.028
23525,U001,0200769623,WAL-MAR corporation,,2020.0,1930606005.0,2020-03-05,2020-03-20,2020-03-05,NAH4,equal,4267.781
23548,U001,0200759878,SA us,,2020.0,1930643520.0,2020-03-12,2020-04-26,2020-03-12,NAWP,equal,60009.67
23551,U001,0200769623,WAL-MAR llc,,2020.0,1930775837.0,2020-04-12,2020-04-27,2020-04-12,NAH4,not equal,1089.186
23555,U001,0200792283,SYSCO  co,,2020.0,1930587017.0,2020-03-02,2020-04-03,2020-03-02,NA32,equal,297.78
23560,U001,0200769623,WAL-MAR ,,2020.0,1930850913.0,2020-05-03,2020-05-18,2020-05-03,NAH4,not equal,3330.313
23567,U001,0200769623,WAL-MAR us,,2020.0,1930763765.0,2020-04-09,2020-04-24,2020-04-09,NAH4,not equal,7707.741999999999
23568,U001,0200769623,WAL-MAR ,,2020.0,1930830729.0,2020-04-28,2020-05-13,2020-04-28,NAH4,not equal,4241.811
23570,U001,200769623,WAL-MAR in,,2020.0,1930877879.0,2020-05-08,2020-05-23,2020-05-08,NAH4,equal,13958.455
23583,U001,0200455322,PEA systems,,2020.0,1930715995.0,2020-04-01,2020-05-01,2020-04-01,NAD5,not equal,22172.962
23585,U001,0200769623,WAL-MAR corp,,2020.0,1930796256.0,2020-04-18,2020-05-03,2020-04-18,NAH4,equal,42.903
23592,U001,0200729942,SA foundation,,2020.0,1930860055.0,2020-05-05,2020-05-20,2020-05-05,NAA8,equal,4911.445
23599,U001,0200793122,PIGGLY co,,2020.0,1930736171.0,2020-04-08,2020-04-23,2020-04-08,NAA8,not equal,3219.657
23602,U001,0200707822,PUBLI corp,,2020.0,1930780066.0,2020-04-13,2020-04-28,2020-04-13,NAA8,equal,54262.76099999999
23611,U001,0200776463,KROGE systems,,2020.0,1930789830.0,2020-04-15,2020-04-30,2020-04-15,NAA8,equal,17155.782
23617,U001,0200793830,M associates,,2020.0,1930738827.0,2020-04-03,2020-04-18,2020-04-03,NAA8,equal,12468.813
23618,U001,0200769623,WAL-MAR corp,,2020.0,1930722654.0,2020-03-30,2020-04-14,2020-03-30,NAH4,equal,19048.463
23628,U001,0200739534,OK foundation,,2020.0,1930660596.0,2020-03-17,2020-04-01,2020-03-17,NAA8,equal,26835.858
23629,U001,0200769623,WAL-MAR ,,2020.0,1930620029.0,2020-03-09,2020-03-24,2020-03-09,NAH4,not equal,9582.006
23633,U001,0200707822,PUBLI in,,2020.0,1930618570.0,2020-03-08,2020-03-23,2020-03-08,NAA8,not equal,55644.575
23634,U001,0200726979,BJ'S  ,,2020.0,1930780315.0,2020-04-06,2020-04-21,2020-04-06,NAA8,not equal,258.30699999999996
23636,U001,0200729290,KROGER llc,,2020.0,1930685515.0,2020-03-22,2020-04-06,2020-03-22,NAA8,not equal,30032.946999999996
23641,U001,0200720238,WOODM corp,,2020.0,1930838867.0,2020-04-30,2020-05-15,2020-04-30,NAA8,not equal,59869.886999999995
23642,U001,0200416837,DEC corporation,,2020.0,1930753594.0,2020-04-06,2020-04-24,2020-04-01,NAM4,not equal,2657.459
23648,U001,CCCA02,KRAFT  in,,2020.0,1930614034.0,2020-03-07,2020-04-11,2020-03-07,NAG2,not equal,11585.952
23649,U001,0200580232,INTERR us,,2020.0,1930594733.0,2020-03-03,2020-03-13,2020-03-03,NA10,equal,28456.75
23657,U001,0200793513,KROGER us,,2020.0,1930675762.0,2020-03-20,2020-04-04,2020-03-20,NAA8,equal,28594.706
23670,U001,0200704045,RA llc,,2020.0,1930730172.0,2020-04-01,2020-04-16,2020-04-01,NAA8,equal,5907.671
23672,U001,0200703398,NEX foundation,,2020.0,1930812651.0,2020-04-22,2020-05-07,2020-04-22,NAA8,equal,8.316
23678,U001,0200759878,SA in,,2020.0,1930648031.0,2020-03-13,2020-03-28,2020-03-13,NAH4,equal,12736.982999999998
23687,U001,0200707822,PUBLI foundation,,2020.0,1930679352.0,2020-03-23,2020-04-07,2020-03-23,NAA8,not equal,137380.327
23692,U001,0200778998,CE corporation,,2020.0,1930844411.0,2020-05-01,2020-05-16,2020-05-01,NAA8,not equal,61875.52
23702,U001,0200705372,FR in,,2020.0,1930686856.0,2020-03-23,2020-04-07,2020-03-23,NAA8,equal,38437.916999999994
23704,U001,200769623,WAL-MAR corporation,,2020.0,1930877886.0,2020-05-09,2020-05-24,2020-05-09,NAH4,not equal,7344.414
23706,U001,0200769623,WAL-MAR foundation,,2020.0,1930777057.0,2020-04-11,2020-04-26,2020-04-11,NAH4,equal,16074.464
23723,U001,0200762301,C&S WH ,,2020.0,1930800500.0,2020-04-20,2020-05-05,2020-04-20,NAC6,not equal,16932.951
23724,U001,0200769623,WAL-MAR corporation,,2020.0,1930715892.0,2020-03-29,2020-04-13,2020-03-29,NAH4,not equal,41.727
23729,U001,0200780383,MEIJ foundation,,2020.0,1930718670.0,2020-03-30,2020-04-14,2020-03-30,NAA8,equal,10204.033
23732,U001,0200396637,LAWL corporation,,2020.0,1930692541.0,2020-03-26,2020-04-25,2020-03-26,NAD5,not equal,37031.147999999994
23739,U001,0200707005,KING S corporation,,2020.0,1930608220.0,2020-03-07,2020-03-22,2020-03-07,NAA8,not equal,51853.409999999996
23741,U001,0200759878,SA llc,,2020.0,1930577684.0,2020-03-01,2020-03-16,2020-03-01,NAH4,not equal,10135.657
23752,U001,0100024776,PEA corporation,,2020.0,1930752781.0,2020-04-07,2020-05-12,2020-04-07,NAG2,not equal,10563.238
23764,U001,0200769623,WAL-MAR co,,2020.0,1930751890.0,2020-04-06,2020-04-21,2020-04-06,NAH4,equal,28530.929
23766,CA02,0140104409,LOB corporation,,2020.0,2960625264.0,2020-03-31,2020-04-19,2020-04-09,CA10,not equal,28774.06
23768,U001,0200769623,WAL-MAR associates,,2020.0,1930852435.0,2020-05-03,2020-05-18,2020-05-03,NAH4,not equal,1394.2879999999998
23778,U001,0200769623,WAL-MAR co,,2020.0,1930629553.0,2020-03-10,2020-03-25,2020-03-10,NAH4,equal,10626.510999999999
23779,CA02,0140104225,SAVE-ON- systems,,2020.0,2960628581.0,2020-04-16,2020-04-27,2020-04-17,CA10,not equal,69721.372
23804,U001,0200786288,FAMILY in,,2020.0,1930570014.0,2020-03-02,2020-03-17,2020-03-02,NAC6,equal,9391.571
23809,U001,0200769623,WAL-MAR corp,,2020.0,1930729807.0,2020-04-01,2020-04-16,2020-04-01,NAH4,equal,12423.907999999998
23814,U001,0200769623,WAL-MAR associates,,2020.0,1930605232.0,2020-03-05,2020-03-20,2020-03-05,NAH4,equal,33085.773
23820,CA02,0140105847,GORDON F llc,,2020.0,2960621279.0,2020-03-21,2020-04-04,2020-03-25,CA10,not equal,4086.2149999999997
23825,U001,0200418007,AM co,,2020.0,1930583894.0,2020-03-03,2020-05-07,2020-03-03,NAGD,not equal,70.55999999999999
23835,U001,0200769623,WAL-MAR associates,,2020.0,1930653124.0,2020-03-15,2020-03-30,2020-03-15,NAH4,not equal,1329.23
23844,U001,0200750051,ALBER co,,2020.0,1930813260.0,2020-04-23,2020-05-08,2020-04-23,NAA8,not equal,56028.272999999994
23852,U001,0200707005,KING S us,,2020.0,1930692459.0,2020-03-26,2020-04-10,2020-03-26,NAA8,not equal,89976.124
23860,U001,0200881076,ALBERT systems,,2020.0,1930781800.0,2020-04-09,2020-04-24,2020-04-09,NAA8,not equal,2106.0899999999997
23873,U001,0200148860,DOLLA associates,,2020.0,1930732674.0,2020-04-02,2020-04-17,2020-04-02,NAA8,equal,11245.626
23884,U001,0200769623,WAL-MAR llc,,2020.0,1930799509.0,2020-04-18,2020-05-03,2020-04-18,NAH4,not equal,1328.74
23887,U001,200769623,WAL-MAR us,,2020.0,1930892992.0,2020-05-12,2020-05-27,2020-05-12,NAH4,equal,20240.807999999997
23889,U001,0200920735,ALBERT trust,,2020.0,1930605276.0,2020-03-05,2020-03-20,2020-03-05,NAA8,equal,52231.066999999995
23890,U001,0200756762,BANNER corporation,,2020.0,1930843039.0,2020-05-05,2020-05-20,2020-05-05,NAA8,not equal,6416.9
23891,U001,0200769623,WAL-MAR in,,2020.0,1930833000.0,2020-04-28,2020-05-13,2020-04-28,NAH4,equal,586.194
23892,U001,0200418007,AM associates,,2020.0,1930782425.0,2020-04-13,2020-04-28,2020-04-13,NAA8,not equal,25911.437999999995
23895,CA02,0140106408,WAL-M in,,2020.0,2960621213.0,2020-03-14,2020-03-24,2020-03-14,CA10,equal,39750.21399999999
23896,U001,0200769623,WAL-MAR trust,,2020.0,1930689020.0,2020-03-25,2020-04-09,2020-03-25,NAH4,not equal,7891.834999999999
23900,U001,0200769623,WAL-MAR co,,2020.0,1930717592.0,2020-03-29,2020-04-13,2020-03-29,NAH4,equal,54.501999999999995
23911,U001,0200777735,NASH  associates,,2020.0,1930645125.0,2020-03-14,2020-03-29,2020-03-14,NAA8,not equal,590.5619999999999
23913,U001,0200759878,SA co,,2020.0,1930797098.0,2020-04-18,2020-05-03,2020-04-18,NAH4,not equal,2235.324
23916,U001,0200799538,UNITE co,,2020.0,1930584503.0,2020-02-29,2020-03-15,2020-02-29,NAA8,equal,53488.833999999995
23920,U001,0200769623,WAL-MAR in,,2020.0,1930797754.0,2020-04-18,2020-05-03,2020-04-18,NAH4,not equal,13600.391
23932,U001,0200769623,WAL-MAR systems,,2020.0,1930655216.0,2020-03-15,2020-03-30,2020-03-15,NAH4,not equal,10236.926
23933,U001,200769623,WAL-MAR us,,2020.0,1930883358.0,2020-05-10,2020-05-25,2020-05-10,NAH4,not equal,4572.82
23941,U001,200762301,C&S WH trust,,2020.0,1930720184.0,2020-03-31,2020-04-15,2020-03-31,NAC6,not equal,45618.111
23942,U001,0200707822,PUBLI corporation,,2020.0,1930584128.0,2020-02-29,2020-03-15,2020-02-29,NAA8,equal,37233.707
23943,U001,0200707741,SMART &  corporation,,2020.0,1930709538.0,2020-03-26,2020-04-10,2020-03-26,NAA8,not equal,11951.932999999999
23951,U001,0200762301,C&S WH us,,2020.0,1930818451.0,2020-04-22,2020-05-07,2020-04-22,NAC6,not equal,27452.88
23955,CA02,0140104409,LOB associates,,2020.0,2960631146.0,2020-04-29,2020-05-14,2020-05-04,CA10,not equal,87737.321
23957,U001,0200769623,WAL-MAR corporation,,2020.0,1930727498.0,2020-04-01,2020-04-16,2020-04-01,NAH4,equal,3375.239
23958,U001,0200769623,WAL-MAR corp,,2020.0,1930629681.0,2020-03-11,2020-03-26,2020-03-11,NAH4,not equal,925.554
23972,U001,0200729942,SA associates,,2020.0,1930688096.0,2020-03-23,2020-05-27,2020-03-23,NAGD,equal,2381.855
23982,U001,0200779906,BOZZU associates,,2020.0,1930646247.0,2020-03-14,2020-03-29,2020-03-14,NAA8,not equal,62168.511999999995
23999,U001,0200797984,PIGGLY llc,,2020.0,1930724056.0,2020-03-31,2020-04-15,2020-03-31,NAA8,equal,74123.469
24003,U001,0200769623,WAL-MAR us,,2020.0,1930660558.0,2020-03-18,2020-04-02,2020-03-18,NAH4,not equal,8703.331
24010,U001,0200769623,WAL-MAR ,,2020.0,1930643112.0,2020-03-14,2020-03-29,2020-03-14,NAH4,not equal,11015.837
24015,U001,0200793513,KROGER foundation,,2020.0,1930692108.0,2020-03-24,2020-04-08,2020-03-24,NAA8,equal,28518.167999999998
24016,U001,0200769623,WAL-MAR co,,2020.0,1930808448.0,2020-04-20,2020-05-05,2020-04-20,NAH4,not equal,26101.383
24017,U001,0200793568,SUPE corp,,2020.0,1930702245.0,2020-03-25,2020-04-09,2020-03-25,NAA8,equal,51360.414
24041,U001,0200726979,BJ'S  trust,,2020.0,1930809222.0,2020-04-21,2020-05-06,2020-04-21,NAA8,equal,110.46000000000001
24047,U001,0200769623,WAL-MAR systems,,2020.0,1930837567.0,2020-04-29,2020-05-14,2020-04-29,NAH4,equal,925.554
24063,CA02,0140106408,WAL-M foundation,,2020.0,2960617385.0,2020-03-07,2020-03-17,2020-03-07,CA10,equal,40371.96799999999
24069,U001,0200769623,WAL-MAR ,,2020.0,1930842130.0,2020-05-02,2020-05-17,2020-05-02,NAH4,not equal,8467.018
24071,U001,0200769623,WAL-MAR foundation,,2020.0,1930652005.0,2020-03-17,2020-04-01,2020-03-17,NAH4,not equal,6679.358
24077,U001,200772670,ASSOCIAT systems,,2020.0,1930707397.0,2020-03-26,2020-04-10,2020-03-26,NAU5,not equal,71565.35399999999
24084,U001,CCCA02,KRAFT  associates,,2020.0,1930576017.0,2020-02-28,2020-04-03,2020-02-28,NAG2,not equal,20563.199999999997
24094,U001,0200769623,WAL-MAR trust,,2020.0,1930859891.0,2020-05-07,2020-05-22,2020-05-07,NAH4,not equal,2125.984
24095,U001,0200769623,WAL-MAR llc,,2020.0,1930661835.0,2020-03-17,2020-04-01,2020-03-17,NAH4,equal,31204.236
